,Species,AddressAccuracy,NumMosquitos,WnvPresent,Station_x,Tavg_x_x,Tmin_x,Tmax_x,Station_y,Tavg_x_y,Tmin_y,Tmax_y
1719,2,5,50,0,1,80,73,87,2,81,74,87
1720,2,5,50,0,1,80,73,87,2,81,74,87
1721,2,5,50,0,1,80,73,87,2,81,74,87
1722,2,5,50,0,1,80,73,87,2,81,74,87
1723,2,5,50,0,1,80,73,87,2,81,74,87
1724,2,5,50,0,1,80,73,87,2,81,74,87
1725,2,5,50,0,1,80,73,87,2,81,74,87
1726,2,5,50,0,1,80,73,87,2,81,74,87
1727,0,5,10,0,1,80,73,87,2,81,74,87
1728,2,5,9,0,1,80,73,87,2,81,74,87
1729,0,8,49,0,1,80,73,87,2,81,74,87
1730,0,8,31,1,1,80,73,87,2,81,74,87
1731,1,8,16,0,1,80,73,87,2,81,74,87
1732,2,8,50,0,1,80,73,87,2,81,74,87
1733,2,8,18,0,1,80,73,87,2,81,74,87
1734,2,8,41,0,1,80,73,87,2,81,74,87
1735,2,8,46,0,1,80,73,87,2,81,74,87
1736,2,8,50,0,1,80,73,87,2,81,74,87
1737,2,8,50,0,1,80,73,87,2,81,74,87
1738,2,8,50,0,1,80,73,87,2,81,74,87
1739,0,5,42,0,1,80,73,87,2,81,74,87
1740,0,5,49,0,1,80,73,87,2,81,74,87
1741,0,5,46,0,1,80,73,87,2,81,74,87
1742,1,5,2,0,1,80,73,87,2,81,74,87
1743,2,5,50,0,1,80,73,87,2,81,74,87
1744,2,5,10,0,1,80,73,87,2,81,74,87
1745,2,5,50,1,1,80,73,87,2,81,74,87
1746,0,9,8,0,1,78,72,84,2,79,73,85
1747,1,9,5,0,1,78,72,84,2,79,73,85
1748,2,9,11,0,1,78,72,84,2,79,73,85
1749,2,5,25,0,1,78,72,84,2,79,73,85
1750,0,5,12,0,1,78,72,84,2,79,73,85
1751,0,5,50,0,1,78,72,84,2,79,73,85
1752,0,5,50,0,1,78,72,84,2,79,73,85
1753,0,5,3,0,1,78,72,84,2,79,73,85
1754,2,5,16,0,1,78,72,84,2,79,73,85
1755,2,5,34,0,1,78,72,84,2,79,73,85
1756,2,5,50,0,1,78,72,84,2,79,73,85
1757,4,5,8,0,1,78,72,84,2,79,73,85
1758,4,5,11,0,1,78,72,84,2,79,73,85
1759,0,5,1,0,1,78,72,84,2,79,73,85
1760,2,5,1,0,1,78,72,84,2,79,73,85
1761,0,5,39,0,1,78,72,84,2,79,73,85
1762,1,5,1,0,1,78,72,84,2,79,73,85
1763,2,5,41,1,1,78,72,84,2,79,73,85
1764,0,8,3,0,1,78,72,84,2,79,73,85
1765,0,8,50,0,1,78,72,84,2,79,73,85
1766,2,8,36,0,1,78,72,84,2,79,73,85
1767,4,8,18,0,1,78,72,84,2,79,73,85
1768,0,8,25,0,1,78,72,84,2,79,73,85
1769,2,8,7,0,1,78,72,84,2,79,73,85
1770,3,8,1,0,1,78,72,84,2,79,73,85
1771,4,8,1,0,1,78,72,84,2,79,73,85
1772,0,9,41,1,1,76,71,80,2,77,72,81
1773,1,9,3,0,1,76,71,80,2,77,72,81
1774,2,9,16,0,1,76,71,80,2,77,72,81
1775,2,9,16,0,1,76,71,80,2,77,72,81
1776,0,9,4,0,1,76,71,80,2,77,72,81
1777,0,8,25,0,1,76,71,80,2,77,72,81
1778,1,8,2,0,1,76,71,80,2,77,72,81
1779,2,8,11,1,1,76,71,80,2,77,72,81
1780,0,8,17,0,1,76,71,80,2,77,72,81
1781,0,8,42,1,1,76,71,80,2,77,72,81
1782,0,8,49,0,1,76,71,80,2,77,72,81
1783,2,8,50,0,1,76,71,80,2,77,72,81
1784,2,8,17,0,1,76,71,80,2,77,72,81
1785,0,8,39,0,1,76,71,80,2,77,72,81
1786,2,8,31,0,1,76,71,80,2,77,72,81
1787,0,8,7,0,1,76,71,80,2,77,72,81
1788,1,8,1,1,1,76,71,80,2,77,72,81
1789,2,8,3,1,1,76,71,80,2,77,72,81
1790,0,8,17,0,1,76,71,80,2,77,72,81
1791,1,8,1,1,1,76,71,80,2,77,72,81
1792,2,8,7,0,1,76,71,80,2,77,72,81
1793,0,8,3,0,1,76,71,80,2,77,72,81
1794,2,8,2,0,1,76,71,80,2,77,72,81
1795,0,8,5,0,1,76,71,80,2,77,72,81
1796,2,8,2,0,1,76,71,80,2,77,72,81
1797,0,8,15,0,1,76,71,80,2,77,72,81
1798,0,8,1,0,1,76,71,80,2,77,72,81
1799,0,8,40,0,1,76,71,80,2,77,72,81
1800,0,8,40,0,1,76,71,80,2,77,72,81
1801,0,8,50,0,1,76,71,80,2,77,72,81
1802,1,8,1,1,1,76,71,80,2,77,72,81
1803,1,8,5,0,1,76,71,80,2,77,72,81
1804,2,8,30,0,1,76,71,80,2,77,72,81
1805,2,8,29,0,1,76,71,80,2,77,72,81
1806,2,8,45,0,1,76,71,80,2,77,72,81
1807,2,8,34,0,1,76,71,80,2,77,72,81
1808,4,8,1,0,1,76,71,80,2,77,72,81
1809,0,8,3,0,1,76,71,80,2,77,72,81
1810,2,8,9,0,1,76,71,80,2,77,72,81
1811,0,9,13,0,1,76,71,80,2,77,72,81
1812,2,9,13,0,1,76,71,80,2,77,72,81
1813,0,8,12,0,1,76,71,80,2,77,72,81
1814,1,8,3,0,1,76,71,80,2,77,72,81
1815,2,8,17,0,1,76,71,80,2,77,72,81
1816,0,5,9,0,1,76,71,80,2,77,72,81
1817,1,5,1,0,1,76,71,80,2,77,72,81
1818,0,8,25,1,1,76,71,80,2,77,72,81
1819,0,8,42,1,1,76,71,80,2,77,72,81
1820,1,8,1,0,1,76,71,80,2,77,72,81
1821,2,8,31,1,1,76,71,80,2,77,72,81
1822,0,8,1,0,1,76,71,80,2,77,72,81
1823,2,8,5,0,1,76,71,80,2,77,72,81
1824,0,8,3,0,1,76,71,80,2,77,72,81
1825,0,8,49,0,1,76,71,80,2,77,72,81
1826,2,8,20,0,1,76,71,80,2,77,72,81
1827,0,8,44,0,1,76,71,80,2,77,72,81
1828,1,8,3,0,1,76,71,80,2,77,72,81
1829,2,8,45,0,1,76,71,80,2,77,72,81
1830,2,8,45,0,1,76,71,80,2,77,72,81
1831,0,8,38,1,1,76,71,80,2,77,72,81
1832,2,8,27,1,1,76,71,80,2,77,72,81
1833,0,8,39,1,1,76,71,80,2,77,72,81
1834,2,8,25,1,1,76,71,80,2,77,72,81
1835,0,8,49,1,1,76,71,80,2,77,72,81
1836,0,8,49,0,1,76,71,80,2,77,72,81
1837,2,8,50,1,1,76,71,80,2,77,72,81
1838,2,8,50,1,1,76,71,80,2,77,72,81
1839,2,8,18,1,1,76,71,80,2,77,72,81
1840,0,9,15,0,1,76,71,80,2,77,72,81
1841,2,9,17,0,1,76,71,80,2,77,72,81
1842,0,9,4,0,1,76,71,80,2,77,72,81
1843,2,9,5,0,1,76,71,80,2,77,72,81
1844,0,9,6,0,1,76,71,80,2,77,72,81
1845,2,9,4,0,1,76,71,80,2,77,72,81
1846,0,9,1,0,1,76,71,80,2,77,72,81
1847,2,9,1,0,1,76,71,80,2,77,72,81
1848,0,9,50,0,1,76,71,80,2,77,72,81
1849,0,9,7,0,1,76,71,80,2,77,72,81
1850,2,9,14,1,1,76,71,80,2,77,72,81
1851,0,5,12,0,1,76,71,80,2,77,72,81
1852,2,5,16,0,1,76,71,80,2,77,72,81
1853,0,9,5,0,1,76,71,80,2,77,72,81
1854,1,9,3,0,1,76,71,80,2,77,72,81
1855,2,9,6,0,1,76,71,80,2,77,72,81
1856,0,8,3,0,1,76,71,80,2,77,72,81
1857,2,8,11,0,1,76,71,80,2,77,72,81
1858,0,8,31,0,1,76,71,80,2,77,72,81
1859,1,8,9,0,1,76,71,80,2,77,72,81
1860,2,8,50,0,1,76,71,80,2,77,72,81
1861,2,8,50,0,1,76,71,80,2,77,72,81
1862,2,8,42,0,1,76,71,80,2,77,72,81
1863,2,8,11,0,1,76,71,80,2,77,72,81
1864,0,9,1,0,1,76,71,80,2,77,72,81
1865,2,9,2,0,1,76,71,80,2,77,72,81
1866,0,8,11,0,1,76,71,80,2,77,72,81
1867,2,8,9,1,1,76,71,80,2,77,72,81
1868,0,3,30,0,1,76,71,80,2,77,72,81
1869,2,3,25,1,1,76,71,80,2,77,72,81
1870,0,8,2,0,1,76,71,80,2,77,72,81
1871,2,8,1,0,1,76,71,80,2,77,72,81
1872,0,8,1,0,1,76,71,80,2,77,72,81
1873,2,8,1,0,1,76,71,80,2,77,72,81
1874,0,9,2,0,1,76,71,80,2,77,72,81
1875,0,8,21,0,1,76,71,80,2,77,72,81
1876,0,8,50,0,1,76,71,80,2,77,72,81
1877,1,8,5,0,1,76,71,80,2,77,72,81
1878,2,8,36,0,1,76,71,80,2,77,72,81
1879,0,9,7,0,1,76,71,80,2,77,72,81
1880,2,9,2,0,1,76,71,80,2,77,72,81
1881,0,8,37,0,1,76,71,80,2,77,72,81
1882,1,8,1,0,1,76,71,80,2,77,72,81
1883,2,8,14,1,1,76,71,80,2,77,72,81
1884,0,9,39,0,1,76,71,80,2,77,72,81
1885,0,9,30,1,1,76,71,80,2,77,72,81
1886,1,9,4,0,1,76,71,80,2,77,72,81
1887,2,9,36,0,1,76,71,80,2,77,72,81
1888,2,9,43,0,1,76,71,80,2,77,72,81
1889,0,8,6,0,1,76,71,80,2,77,72,81
1890,2,8,3,0,1,76,71,80,2,77,72,81
1891,0,8,7,0,1,76,71,80,2,77,72,81
1892,2,8,4,0,1,76,71,80,2,77,72,81
1893,0,9,3,0,1,76,71,80,2,77,72,81
1894,2,9,9,0,1,76,71,80,2,77,72,81
1895,0,8,5,0,1,76,71,80,2,77,72,81
1896,2,8,5,0,1,76,71,80,2,77,72,81
1897,0,8,27,1,1,76,71,80,2,77,72,81
1898,1,8,2,0,1,76,71,80,2,77,72,81
1899,2,8,6,0,1,76,71,80,2,77,72,81
1900,2,8,49,1,1,76,71,80,2,77,72,81
1901,0,8,16,1,1,76,71,80,2,77,72,81
1902,2,8,20,1,1,76,71,80,2,77,72,81
1903,0,9,38,0,1,76,71,80,2,77,72,81
1904,2,9,12,1,1,76,71,80,2,77,72,81
1905,0,8,21,0,1,76,71,80,2,77,72,81
1906,2,8,16,1,1,76,71,80,2,77,72,81
1907,0,9,10,0,1,76,71,80,2,77,72,81
1908,2,9,1,0,1,76,71,80,2,77,72,81
1909,4,9,1,0,1,76,71,80,2,77,72,81
1910,0,8,35,0,1,76,71,80,2,77,72,81
1911,2,8,5,0,1,76,71,80,2,77,72,81
1912,0,8,4,0,1,76,71,80,2,77,72,81
1913,2,8,1,0,1,76,71,80,2,77,72,81
1914,0,9,7,0,1,76,71,80,2,77,72,81
1915,2,9,8,0,1,76,71,80,2,77,72,81
1916,0,9,1,0,1,76,71,80,2,77,72,81
1917,2,9,2,0,1,76,71,80,2,77,72,81
1918,0,8,24,0,1,76,71,80,2,77,72,81
1919,2,8,20,0,1,76,71,80,2,77,72,81
1920,0,9,1,0,1,76,71,80,2,77,72,81
1921,1,9,1,0,1,76,71,80,2,77,72,81
1922,2,9,4,0,1,76,71,80,2,77,72,81
1923,0,9,6,0,1,76,71,80,2,77,72,81
1924,2,9,4,0,1,76,71,80,2,77,72,81
1925,0,8,4,0,1,76,71,80,2,77,72,81
1926,2,8,4,0,1,76,71,80,2,77,72,81
1927,0,9,50,0,1,76,71,80,2,77,72,81
1928,1,9,1,0,1,76,71,80,2,77,72,81
1929,2,9,26,0,1,76,71,80,2,77,72,81
1930,4,9,2,0,1,76,71,80,2,77,72,81
1931,0,8,49,0,1,76,71,80,2,77,72,81
1932,2,8,44,0,1,76,71,80,2,77,72,81
1933,0,8,1,0,1,76,71,80,2,77,72,81
1934,2,8,2,0,1,76,71,80,2,77,72,81
1935,0,9,2,0,1,76,71,80,2,77,72,81
1936,2,9,9,0,1,76,71,80,2,77,72,81
1937,0,8,6,0,1,76,71,80,2,77,72,81
1938,2,8,9,0,1,76,71,80,2,77,72,81
1939,0,9,48,0,1,76,71,80,2,77,72,81
1940,0,9,32,0,1,76,71,80,2,77,72,81
1941,2,9,21,0,1,76,71,80,2,77,72,81
1942,2,9,42,0,1,76,71,80,2,77,72,81
1943,0,8,9,0,1,76,71,80,2,77,72,81
1944,2,8,7,0,1,76,71,80,2,77,72,81
1945,0,8,7,0,1,76,71,80,2,77,72,81
1946,2,8,5,0,1,76,71,80,2,77,72,81
1947,0,9,3,0,1,76,71,80,2,77,72,81
1948,2,9,3,0,1,76,71,80,2,77,72,81
1949,0,8,3,0,1,76,71,80,2,77,72,81
1950,0,8,4,0,1,76,71,80,2,77,72,81
1951,1,8,2,0,1,76,71,80,2,77,72,81
1952,2,8,2,0,1,76,71,80,2,77,72,81
1953,0,9,1,0,1,76,71,80,2,77,72,81
1954,0,8,9,0,1,76,71,80,2,77,72,81
1955,1,8,1,1,1,76,71,80,2,77,72,81
1956,2,8,4,0,1,76,71,80,2,77,72,81
1957,0,9,5,0,1,76,71,80,2,77,72,81
1958,1,9,1,0,1,76,71,80,2,77,72,81
1959,2,9,4,0,1,76,71,80,2,77,72,81
1960,0,9,20,0,1,76,71,80,2,77,72,81
1961,1,9,1,0,1,76,71,80,2,77,72,81
1962,2,9,3,0,1,76,71,80,2,77,72,81
1963,2,8,1,0,1,76,71,80,2,77,72,81
1964,0,8,16,0,1,76,71,80,2,77,72,81
1965,2,8,35,1,1,76,71,80,2,77,72,81
1966,2,8,8,0,1,76,71,80,2,77,72,81
1967,0,9,41,0,1,76,71,80,2,77,72,81
1968,0,9,29,0,1,76,71,80,2,77,72,81
1969,1,9,5,0,1,76,71,80,2,77,72,81
1970,2,9,47,0,1,76,71,80,2,77,72,81
1971,2,9,33,0,1,76,71,80,2,77,72,81
1972,4,9,1,0,1,76,71,80,2,77,72,81
1973,0,8,4,0,1,76,71,80,2,77,72,81
1974,1,8,1,0,1,76,71,80,2,77,72,81
1975,2,8,20,1,1,76,71,80,2,77,72,81
1976,0,9,19,0,1,76,71,80,2,77,72,81
1977,2,9,5,0,1,76,71,80,2,77,72,81
1978,0,8,18,0,1,76,71,80,2,77,72,81
1979,2,8,8,0,1,76,71,80,2,77,72,81
1980,0,8,11,0,1,76,71,80,2,77,72,81
1981,2,8,5,0,1,76,71,80,2,77,72,81
1982,0,8,1,0,1,76,71,80,2,77,72,81
1983,0,8,20,0,1,76,71,80,2,77,72,81
1984,2,8,14,0,1,76,71,80,2,77,72,81
1985,0,9,43,0,1,76,71,80,2,77,72,81
1986,0,9,43,0,1,76,71,80,2,77,72,81
1987,1,9,3,0,1,76,71,80,2,77,72,81
1988,2,9,39,1,1,76,71,80,2,77,72,81
1989,0,8,3,0,1,76,71,80,2,77,72,81
1990,1,8,2,0,1,76,71,80,2,77,72,81
1991,2,8,3,0,1,76,71,80,2,77,72,81
1992,0,8,2,0,1,76,71,80,2,77,72,81
1993,0,8,1,0,1,76,71,80,2,77,72,81
1994,0,9,15,0,1,76,71,80,2,77,72,81
1995,2,9,6,0,1,76,71,80,2,77,72,81
1996,4,9,1,0,1,76,71,80,2,77,72,81
1997,0,9,6,0,1,76,71,80,2,77,72,81
1998,2,9,5,0,1,76,71,80,2,77,72,81
1999,0,9,20,0,1,76,71,80,2,77,72,81
2000,2,9,26,0,1,76,71,80,2,77,72,81
2001,0,8,30,0,1,76,71,80,2,77,72,81
2002,0,8,50,0,1,76,71,80,2,77,72,81
2003,0,8,50,0,1,76,71,80,2,77,72,81
2004,1,8,2,0,1,76,71,80,2,77,72,81
2005,2,8,36,1,1,76,71,80,2,77,72,81
2006,2,8,43,0,1,76,71,80,2,77,72,81
2007,2,9,5,0,1,76,71,80,2,77,72,81
2008,0,8,24,0,1,76,71,80,2,77,72,81
2009,0,8,50,0,1,76,71,80,2,77,72,81
2010,1,8,1,0,1,76,71,80,2,77,72,81
2011,2,8,23,1,1,76,71,80,2,77,72,81
2012,0,9,20,1,1,76,71,80,2,77,72,81
2013,2,9,26,1,1,76,71,80,2,77,72,81
2014,0,9,18,0,1,76,71,80,2,77,72,81
2015,2,9,13,0,1,76,71,80,2,77,72,81
2016,2,5,50,0,1,76,71,80,2,77,72,81
2017,0,5,7,0,1,76,71,80,2,77,72,81
2018,2,5,3,0,1,76,71,80,2,77,72,81
2019,0,5,4,0,1,76,71,80,2,77,72,81
2020,2,5,9,0,1,76,71,80,2,77,72,81
2021,0,9,1,0,1,76,71,80,2,77,72,81
2022,0,5,10,0,1,76,71,80,2,77,72,81
2023,2,5,15,0,1,76,71,80,2,77,72,81
2024,0,8,4,0,1,76,71,80,2,77,72,81
2025,2,8,2,0,1,76,71,80,2,77,72,81
2026,0,8,32,0,1,76,71,80,2,77,72,81
2027,2,8,34,0,1,76,71,80,2,77,72,81
2028,0,5,15,0,1,76,71,80,2,77,72,81
2029,2,5,18,0,1,76,71,80,2,77,72,81
2030,0,5,50,0,1,76,71,80,2,77,72,81
2031,0,5,33,0,1,76,71,80,2,77,72,81
2032,0,5,50,0,1,76,71,80,2,77,72,81
2033,0,5,20,0,1,76,71,80,2,77,72,81
2034,0,5,50,0,1,76,71,80,2,77,72,81
2035,0,5,50,0,1,76,71,80,2,77,72,81
2036,2,5,50,0,1,76,71,80,2,77,72,81
2037,2,5,18,0,1,76,71,80,2,77,72,81
2038,2,5,46,0,1,76,71,80,2,77,72,81
2039,2,5,43,0,1,76,71,80,2,77,72,81
2040,3,5,1,0,1,76,71,80,2,77,72,81
2041,4,5,6,0,1,76,71,80,2,77,72,81
2042,0,8,1,0,1,76,71,80,2,77,72,81
2043,2,8,1,0,1,76,71,80,2,77,72,81
2044,0,9,6,0,1,76,71,80,2,77,72,81
2045,2,9,7,0,1,76,71,80,2,77,72,81
2046,0,5,14,0,1,76,71,80,2,77,72,81
2047,2,5,6,0,1,76,71,80,2,77,72,81
2048,0,5,10,0,1,71,65,77,2,72,67,77
2049,0,5,50,0,1,71,65,77,2,72,67,77
2050,0,5,44,1,1,71,65,77,2,72,67,77
2051,2,5,50,0,1,71,65,77,2,72,67,77
2052,2,5,50,0,1,71,65,77,2,72,67,77
2053,2,5,50,0,1,71,65,77,2,72,67,77
2054,2,5,50,0,1,71,65,77,2,72,67,77
2055,2,5,50,0,1,71,65,77,2,72,67,77
2056,2,5,50,0,1,71,65,77,2,72,67,77
2057,2,5,50,0,1,71,65,77,2,72,67,77
2058,2,5,50,1,1,71,65,77,2,72,67,77
2059,2,5,50,0,1,71,65,77,2,72,67,77
2060,2,5,50,0,1,71,65,77,2,72,67,77
2061,2,5,50,1,1,71,65,77,2,72,67,77
2062,2,5,50,0,1,71,65,77,2,72,67,77
2063,2,5,50,1,1,71,65,77,2,72,67,77
2064,2,5,50,0,1,71,65,77,2,72,67,77
2065,2,5,50,0,1,71,65,77,2,72,67,77
2066,2,5,50,0,1,71,65,77,2,72,67,77
2067,2,5,50,0,1,71,65,77,2,72,67,77
2068,2,5,50,0,1,71,65,77,2,72,67,77
2069,2,5,50,1,1,71,65,77,2,72,67,77
2070,2,5,32,1,1,71,65,77,2,72,67,77
2071,2,5,50,0,1,71,65,77,2,72,67,77
2072,2,5,50,1,1,71,65,77,2,72,67,77
2073,2,5,50,0,1,71,65,77,2,72,67,77
2074,2,5,50,0,1,71,65,77,2,72,67,77
2075,2,5,50,0,1,71,65,77,2,72,67,77
2076,2,5,50,1,1,71,65,77,2,72,67,77
2077,2,5,50,0,1,71,65,77,2,72,67,77
2078,2,5,50,1,1,71,65,77,2,72,67,77
2079,2,5,50,0,1,71,65,77,2,72,67,77
2080,2,5,50,0,1,71,65,77,2,72,67,77
2081,2,5,50,0,1,71,65,77,2,72,67,77
2082,2,5,50,0,1,71,65,77,2,72,67,77
2083,2,5,50,0,1,71,65,77,2,72,67,77
2084,2,5,50,0,1,71,65,77,2,72,67,77
2085,2,5,50,0,1,71,65,77,2,72,67,77
2086,2,5,50,0,1,71,65,77,2,72,67,77
2087,2,5,50,0,1,71,65,77,2,72,67,77
2088,2,5,50,0,1,71,65,77,2,72,67,77
2089,2,5,50,0,1,71,65,77,2,72,67,77
2090,2,5,50,0,1,71,65,77,2,72,67,77
2091,2,5,50,0,1,71,65,77,2,72,67,77
2092,2,5,50,0,1,71,65,77,2,72,67,77
2093,2,5,50,0,1,71,65,77,2,72,67,77
2094,2,5,50,0,1,71,65,77,2,72,67,77
2095,2,5,50,1,1,71,65,77,2,72,67,77
2096,2,5,50,0,1,71,65,77,2,72,67,77
2097,2,5,50,0,1,71,65,77,2,72,67,77
2098,2,5,50,0,1,71,65,77,2,72,67,77
2099,2,5,50,0,1,71,65,77,2,72,67,77
2100,2,5,50,1,1,71,65,77,2,72,67,77
2101,2,5,50,0,1,71,65,77,2,72,67,77
2102,2,5,50,0,1,71,65,77,2,72,67,77
2103,2,5,50,0,1,71,65,77,2,72,67,77
2104,2,5,50,0,1,71,65,77,2,72,67,77
2105,2,5,50,1,1,71,65,77,2,72,67,77
2106,2,5,50,0,1,71,65,77,2,72,67,77
2107,2,5,50,0,1,71,65,77,2,72,67,77
2108,2,5,50,1,1,71,65,77,2,72,67,77
2109,2,5,50,0,1,71,65,77,2,72,67,77
2110,2,5,50,0,1,71,65,77,2,72,67,77
2111,2,5,50,0,1,71,65,77,2,72,67,77
2112,2,5,50,0,1,71,65,77,2,72,67,77
2113,2,5,50,0,1,71,65,77,2,72,67,77
2114,2,5,50,0,1,71,65,77,2,72,67,77
2115,2,5,50,0,1,71,65,77,2,72,67,77
2116,2,5,50,0,1,71,65,77,2,72,67,77
2117,2,5,50,0,1,71,65,77,2,72,67,77
2118,2,5,50,0,1,71,65,77,2,72,67,77
2119,2,5,50,0,1,71,65,77,2,72,67,77
2120,2,5,50,0,1,71,65,77,2,72,67,77
2121,2,5,50,0,1,71,65,77,2,72,67,77
2122,0,8,48,0,1,71,65,77,2,72,67,77
2123,0,8,50,0,1,71,65,77,2,72,67,77
2124,2,8,39,0,1,71,65,77,2,72,67,77
2125,2,8,50,1,1,71,65,77,2,72,67,77
2126,2,8,50,0,1,71,65,77,2,72,67,77
2127,2,8,50,0,1,71,65,77,2,72,67,77
2128,2,8,50,0,1,71,65,77,2,72,67,77
2129,2,8,50,0,1,71,65,77,2,72,67,77
2130,2,8,50,0,1,71,65,77,2,72,67,77
2131,2,8,50,1,1,71,65,77,2,72,67,77
2132,2,8,45,0,1,71,65,77,2,72,67,77
2133,2,8,50,0,1,71,65,77,2,72,67,77
2134,2,8,50,0,1,71,65,77,2,72,67,77
2135,2,8,50,0,1,71,65,77,2,72,67,77
2136,2,8,50,0,1,71,65,77,2,72,67,77
2137,2,8,50,0,1,71,65,77,2,72,67,77
2138,2,8,50,0,1,71,65,77,2,72,67,77
2139,2,8,37,0,1,71,65,77,2,72,67,77
2140,2,8,50,1,1,71,65,77,2,72,67,77
2141,0,5,50,0,1,70,60,79,2,73,65,80
2142,0,5,25,0,1,70,60,79,2,73,65,80
2143,0,5,46,0,1,70,60,79,2,73,65,80
2144,2,5,50,0,1,70,60,79,2,73,65,80
2145,2,5,50,0,1,70,60,79,2,73,65,80
2146,2,5,42,0,1,70,60,79,2,73,65,80
2147,2,5,50,0,1,70,60,79,2,73,65,80
2148,2,5,50,0,1,70,60,79,2,73,65,80
2149,2,5,50,0,1,70,60,79,2,73,65,80
2150,2,5,50,0,1,70,60,79,2,73,65,80
2151,2,5,50,0,1,70,60,79,2,73,65,80
2152,2,5,50,0,1,70,60,79,2,73,65,80
2153,2,5,43,1,1,70,60,79,2,73,65,80
2154,2,5,45,0,1,70,60,79,2,73,65,80
2155,2,5,50,0,1,70,60,79,2,73,65,80
2156,2,5,50,0,1,70,60,79,2,73,65,80
2157,2,5,21,0,1,70,60,79,2,73,65,80
2158,0,5,21,0,1,70,60,79,2,73,65,80
2159,0,5,35,0,1,70,60,79,2,73,65,80
2160,2,5,34,0,1,70,60,79,2,73,65,80
2161,2,5,16,0,1,70,60,79,2,73,65,80
2162,4,5,2,0,1,70,60,79,2,73,65,80
2163,4,5,2,0,1,70,60,79,2,73,65,80
2164,0,5,4,0,1,70,60,79,2,73,65,80
2165,2,5,6,0,1,70,60,79,2,73,65,80
2166,0,5,30,0,1,70,60,79,2,73,65,80
2167,2,5,37,1,1,70,60,79,2,73,65,80
2168,4,5,1,0,1,70,60,79,2,73,65,80
2169,0,8,49,0,1,70,60,79,2,73,65,80
2170,0,8,35,0,1,70,60,79,2,73,65,80
2171,0,8,18,0,1,70,60,79,2,73,65,80
2172,2,8,32,0,1,70,60,79,2,73,65,80
2173,2,8,42,0,1,70,60,79,2,73,65,80
2174,2,8,50,0,1,70,60,79,2,73,65,80
2175,2,8,50,0,1,70,60,79,2,73,65,80
2176,3,8,1,0,1,70,60,79,2,73,65,80
2177,4,8,16,0,1,70,60,79,2,73,65,80
2178,0,8,47,0,1,70,60,79,2,73,65,80
2179,0,8,23,0,1,70,60,79,2,73,65,80
2180,2,8,30,0,1,70,60,79,2,73,65,80
2181,2,8,30,1,1,70,60,79,2,73,65,80
2182,4,8,23,0,1,70,60,79,2,73,65,80
2183,2,5,50,0,1,70,60,79,2,73,65,80
2184,0,8,50,1,1,70,60,79,2,73,65,80
2185,0,8,39,0,1,70,60,79,2,73,65,80
2186,0,8,39,0,1,70,60,79,2,73,65,80
2187,0,8,49,0,1,70,60,79,2,73,65,80
2188,2,8,31,0,1,70,60,79,2,73,65,80
2189,2,8,50,0,1,70,60,79,2,73,65,80
2190,2,8,48,1,1,70,60,79,2,73,65,80
2191,2,8,50,1,1,70,60,79,2,73,65,80
2192,2,8,50,1,1,70,60,79,2,73,65,80
2193,2,8,50,0,1,70,60,79,2,73,65,80
2194,3,8,3,0,1,70,60,79,2,73,65,80
2195,0,9,23,1,1,78,69,87,2,77,69,85
2196,2,9,46,0,1,78,69,87,2,77,69,85
2197,4,9,1,0,1,78,69,87,2,77,69,85
2198,0,8,5,1,1,78,69,87,2,77,69,85
2199,2,8,16,0,1,78,69,87,2,77,69,85
2200,0,8,28,1,1,78,69,87,2,77,69,85
2201,2,8,17,1,1,78,69,87,2,77,69,85
2202,0,8,1,0,1,78,69,87,2,77,69,85
2203,2,8,1,0,1,78,69,87,2,77,69,85
2204,0,8,9,0,1,78,69,87,2,77,69,85
2205,2,8,4,0,1,78,69,87,2,77,69,85
2206,0,8,12,0,1,78,69,87,2,77,69,85
2207,1,8,1,0,1,78,69,87,2,77,69,85
2208,2,8,3,0,1,78,69,87,2,77,69,85
2209,0,8,38,0,1,78,69,87,2,77,69,85
2210,2,8,6,0,1,78,69,87,2,77,69,85
2211,0,8,7,0,1,78,69,87,2,77,69,85
2212,2,8,3,0,1,78,69,87,2,77,69,85
2213,0,8,9,0,1,78,69,87,2,77,69,85
2214,0,8,48,1,1,78,69,87,2,77,69,85
2215,2,8,12,0,1,78,69,87,2,77,69,85
2216,2,8,50,1,1,78,69,87,2,77,69,85
2217,2,8,3,0,1,78,69,87,2,77,69,85
2218,0,8,3,0,1,78,69,87,2,77,69,85
2219,2,8,1,1,1,78,69,87,2,77,69,85
2220,0,8,2,0,1,78,69,87,2,77,69,85
2221,4,8,1,0,1,78,69,87,2,77,69,85
2222,0,8,11,0,1,78,69,87,2,77,69,85
2223,2,8,14,0,1,78,69,87,2,77,69,85
2224,0,8,8,0,1,78,69,87,2,77,69,85
2225,2,8,45,0,1,78,69,87,2,77,69,85
2226,0,8,9,0,1,78,69,87,2,77,69,85
2227,2,8,11,1,1,78,69,87,2,77,69,85
2228,0,8,4,1,1,78,69,87,2,77,69,85
2229,2,8,2,0,1,78,69,87,2,77,69,85
2230,0,9,5,0,1,78,69,87,2,77,69,85
2231,2,9,2,0,1,78,69,87,2,77,69,85
2232,0,9,1,0,1,78,69,87,2,77,69,85
2233,2,9,5,0,1,78,69,87,2,77,69,85
