,StoreNum,Weekend,Item,Qty,lag1,lag2,lag3
2762,18,1,41,13,29,32,45
2763,18,1,42,30,44,21,29
2764,18,1,43,13,31,21,24
2765,18,1,44,20,41,29,34
2766,18,1,45,28,34,31,32
2767,18,1,46,35,44,26,26
2768,18,1,47,13,23,20,39
2769,18,1,48,28,31,39,15
2770,18,1,49,26,19,36,44
2771,19,1,0,24,26,53,35
2772,19,1,1,35,25,20,28
2773,19,1,2,21,26,42,51
2774,19,1,3,22,27,35,24
2775,19,1,4,22,22,25,43
2776,19,1,5,46,27,57,21
2777,19,1,6,27,14,25,27
2778,19,1,7,44,26,60,57
2779,19,1,8,7,10,33,14
2780,19,1,9,28,23,72,47
2781,19,1,10,16,12,17,30
2782,19,1,11,33,27,32,30
2783,19,1,12,20,11,30,20
2784,19,1,13,7,28,9,29
2785,19,1,14,53,25,37,37
2786,19,1,15,26,27,26,21
2787,19,1,16,29,37,31,29
2788,19,1,17,31,15,44,25
2789,19,1,18,46,35,18,28
2790,19,1,19,30,47,5,28
2791,19,1,20,14,16,16,18
2792,19,1,21,11,24,11,24
2793,19,1,22,30,47,48,28
2794,19,1,23,21,40,32,25
2795,19,1,24,12,41,26,34
2796,19,1,25,9,19,28,31
2797,19,1,26,18,4,8,15
2798,19,1,27,42,29,42,21
2799,19,1,28,44,48,56,41
2800,19,1,29,17,27,23,25
2801,19,1,30,10,19,26,18
2802,19,1,31,11,31,22,31
2803,19,1,32,57,45,26,36
2804,19,1,33,26,32,50,31
2805,19,1,34,17,21,14,28
2806,19,1,35,34,45,21,43
2807,19,1,36,14,43,17,19
2808,19,1,37,34,29,38,34
2809,19,1,38,12,27,8,28
2810,19,1,39,31,23,23,37
2811,19,1,40,31,29,41,26
2812,19,1,41,12,24,24,32
2813,19,1,42,37,46,42,25
2814,19,1,43,18,48,25,17
2815,19,1,44,36,41,23,16
2816,19,1,45,47,52,35,53
2817,19,1,46,13,22,46,40
2818,19,1,47,21,37,30,29
2819,19,1,48,7,27,28,28
2820,19,1,49,24,24,21,38
2821,20,1,0,43,43,33,30
2822,20,1,1,28,36,33,38
2823,20,1,2,13,54,20,18
2824,20,1,3,38,31,21,11
2825,20,1,4,51,27,13,24
2826,20,1,5,31,30,20,20
2827,20,1,6,26,21,10,8
2828,20,1,7,65,67,22,45
2829,20,1,8,25,8,26,4
2830,20,1,9,38,21,46,30
2831,20,1,10,35,5,20,3
2832,20,1,11,36,46,29,25
2833,20,1,12,13,28,26,18
2834,20,1,13,12,21,6,7
2835,20,1,14,38,37,52,38
2836,20,1,15,45,21,19,42
2837,20,1,16,48,45,21,12
2838,20,1,17,26,23,9,22
2839,20,1,18,50,36,32,22
2840,20,1,19,19,24,38,34
2841,20,1,20,25,15,19,15
2842,20,1,21,17,11,16,22
2843,20,1,22,33,36,38,20
2844,20,1,23,33,32,9,21
2845,20,1,24,47,24,14,26
2846,20,1,25,15,15,28,5
2847,20,1,26,28,27,16,13
2848,20,1,27,23,31,43,32
2849,20,1,28,46,26,38,40
2850,20,1,29,20,25,21,18
2851,20,1,30,11,19,19,18
2852,20,1,31,36,9,35,27
2853,20,1,32,36,27,34,23
2854,20,1,33,35,36,42,18
2855,20,1,34,12,16,18,19
2856,20,1,35,59,32,33,13
2857,20,1,36,37,26,25,20
2858,20,1,37,41,26,30,37
2859,20,1,38,20,23,40,6
2860,20,1,39,31,10,17,15
2861,20,1,40,49,33,8,28
2862,20,1,41,37,37,22,28
2863,20,1,42,51,37,19,43
2864,20,1,43,36,21,12,15
2865,20,1,44,30,27,38,29
2866,20,1,45,52,55,35,16
2867,20,1,46,32,54,34,29
2868,20,1,47,24,14,38,17
2869,20,1,48,26,16,17,18
2870,20,1,49,49,26,19,18
2871,1,1,6,4,4,4,1
2872,1,1,7,4,2,4,3
2873,1,1,11,7,6,6,2
2874,1,1,14,4,2,2,6
2875,1,1,22,5,4,4,1
2876,1,1,28,6,4,4,4
2877,1,1,37,2,3,4,2
2878,1,1,45,8,3,9,4
2879,2,1,0,59,42,19,42
2880,2,1,1,27,45,37,35
2881,2,1,2,45,33,29,34
2882,2,1,3,36,39,32,14
2883,2,1,4,27,21,38,49
2884,2,1,5,34,50,18,41
2885,2,1,6,24,18,10,13
2886,2,1,7,77,42,31,33
2887,2,1,8,26,20,15,22
2888,2,1,9,32,29,27,34
2889,2,1,10,6,7,17,22
2890,2,1,11,51,29,24,21
2891,2,1,12,35,37,35,21
2892,2,1,13,22,17,7,7
2893,2,1,14,36,41,47,30
2894,2,1,15,22,48,22,27
2895,2,1,16,34,58,26,30
2896,2,1,17,33,14,27,18
2897,2,1,18,26,35,26,14
2898,2,1,19,22,51,28,45
2899,2,1,20,23,15,11,25
2900,2,1,21,21,10,34,11
2901,2,1,22,33,51,35,47
2902,2,1,23,28,26,22,7
2903,2,1,24,39,33,23,26
2904,2,1,25,30,26,23,14
2905,2,1,26,26,33,15,5
2906,2,1,27,49,26,36,18
2907,2,1,28,51,30,36,33
2908,2,1,29,37,45,30,13
2909,2,1,30,16,9,28,28
2910,2,1,31,40,16,39,48
2911,2,1,32,29,32,33,39
2912,2,1,33,30,43,24,36
2913,2,1,34,5,27,32,39
2914,2,1,35,38,33,25,13
2915,2,1,36,12,38,44,37
2916,2,1,37,33,25,41,25
2917,2,1,38,29,7,20,7
2918,2,1,39,7,15,35,25
2919,2,1,40,34,14,25,22
2920,2,1,41,21,21,21,23
2921,2,1,42,41,46,23,54
2922,2,1,43,24,20,21,31
2923,2,1,44,42,24,38,13
2924,2,1,45,50,51,29,23
2925,2,1,46,44,37,26,20
2926,2,1,47,43,38,31,27
2927,2,1,48,24,22,36,25
2928,2,1,49,35,26,32,19
2929,3,1,0,17,28,29,36
2930,3,1,1,37,7,38,47
2931,3,1,2,28,19,28,26
2932,3,1,3,28,12,33,22
2933,3,1,4,41,46,24,12
2934,3,1,5,37,30,50,21
2935,3,1,6,14,18,44,6
2936,3,1,7,60,20,49,33
2937,3,1,8,11,17,13,19
2938,3,1,9,37,35,21,30
2939,3,1,10,21,16,5,11
2940,3,1,11,30,14,27,35
2941,3,1,12,23,25,41,35
2942,3,1,13,6,30,22,21
2943,3,1,14,42,20,50,37
2944,3,1,15,41,27,20,29
2945,3,1,16,15,28,20,19
2946,3,1,17,33,28,36,15
2947,3,1,18,51,16,47,16
2948,3,1,19,21,12,50,31
2949,3,1,20,11,5,14,23
2950,3,1,21,16,12,16,9
2951,3,1,22,25,50,34,26
2952,3,1,23,21,23,17,26
2953,3,1,24,38,17,20,27
2954,3,1,25,18,12,11,13
2955,3,1,26,14,8,6,9
2956,3,1,27,39,21,26,38
2957,3,1,28,28,26,27,28
2958,3,1,29,9,21,36,23
2959,3,1,30,5,22,30,14
2960,3,1,31,41,11,57,25
2961,3,1,32,22,42,42,17
2962,3,1,33,39,31,52,43
2963,3,1,34,30,21,11,11
2964,3,1,35,43,17,38,30
2965,3,1,36,12,29,45,42
2966,3,1,37,47,11,32,24
2967,3,1,38,9,11,21,11
2968,3,1,39,16,10,17,29
2969,3,1,40,27,23,23,15
2970,3,1,41,32,29,15,18
2971,3,1,42,17,34,32,48
2972,3,1,43,43,1,10,47
2973,3,1,44,47,31,27,26
2974,3,1,45,28,40,18,27
2975,3,1,46,18,33,15,15
2976,3,1,47,56,23,43,19
2977,3,1,48,15,19,31,38
2978,3,1,49,42,28,25,20
2979,4,1,0,31,37,27,50
2980,4,1,1,23,35,38,33
2981,4,1,2,40,32,41,50
2982,4,1,3,22,40,42,42
2983,4,1,4,40,20,47,53
2984,4,1,5,23,39,34,22
2985,4,1,6,12,13,25,4
2986,4,1,7,59,39,47,24
2987,4,1,8,4,6,16,12
2988,4,1,9,23,22,28,42
2989,4,1,10,11,17,8,18
2990,4,1,11,51,26,38,29
2991,4,1,12,28,38,23,48
2992,4,1,13,21,12,12,17
2993,4,1,14,29,18,27,23
2994,4,1,15,21,24,20,29
2995,4,1,16,40,33,47,37
2996,4,1,17,34,39,16,21
2997,4,1,18,32,35,42,44
2998,4,1,19,19,18,30,38
2999,4,1,20,2,19,22,22
3000,4,1,21,9,10,11,12
3001,4,1,22,18,21,15,12
3002,4,1,23,29,19,28,26
3003,4,1,24,14,16,36,22
3004,4,1,25,29,11,9,22
3005,4,1,26,12,10,14,15
3006,4,1,27,42,27,24,50
3007,4,1,28,49,34,44,56
3008,4,1,29,18,33,11,18
3009,4,1,30,6,14,14,13
3010,4,1,31,11,40,16,40
3011,4,1,32,33,55,50,30
3012,4,1,33,11,48,20,67
3013,4,1,34,26,17,8,18
3014,4,1,35,27,37,29,29
3015,4,1,36,14,36,46,23
3016,4,1,37,37,26,19,25
3017,4,1,38,19,18,12,19
3018,4,1,39,18,2,26,14
3019,4,1,40,34,21,25,31
3020,4,1,41,35,19,29,37
3021,4,1,42,19,31,31,45
3022,4,1,43,23,14,18,28
3023,4,1,44,38,23,44,35
3024,4,1,45,40,27,47,57
3025,4,1,46,33,21,38,44
3026,4,1,47,25,36,47,27
3027,4,1,48,21,26,13,28
3028,4,1,49,18,15,39,20
3029,5,1,0,30,40,31,25
3030,5,1,1,40,18,24,45
3031,5,1,2,20,34,28,27
3032,5,1,3,25,36,21,15
3033,5,1,4,34,43,42,45
3034,5,1,5,32,24,12,35
3035,5,1,6,11,17,6,12
3036,5,1,7,39,47,26,59
3037,5,1,8,13,21,13,20
3038,5,1,9,28,27,28,41
3039,5,1,10,21,21,19,8
3040,5,1,11,15,43,33,25
3041,5,1,12,21,31,27,24
3042,5,1,13,24,9,22,9
3043,5,1,14,29,39,40,35
3044,5,1,15,21,39,15,36
3045,5,1,16,32,27,22,57
3046,5,1,17,12,30,20,27
3047,5,1,18,17,40,23,28
3048,5,1,19,21,23,34,20
3049,5,1,20,13,17,15,11
3050,5,1,21,17,1,14,15
3051,5,1,22,34,56,19,46
3052,5,1,23,32,23,26,28
3053,5,1,24,24,29,32,23
3054,5,1,25,13,14,14,11
3055,5,1,26,12,8,20,19
3056,5,1,27,35,34,13,25
3057,5,1,28,43,52,29,31
3058,5,1,29,29,22,31,42
3059,5,1,30,12,12,6,12
3060,5,1,31,22,20,17,39
3061,5,1,32,15,50,18,59
3062,5,1,33,48,24,33,33
3063,5,1,34,19,18,29,4
3064,5,1,35,22,38,21,10
3065,5,1,36,13,27,24,32
3066,5,1,37,33,36,39,23
3067,5,1,38,16,9,15,20
3068,5,1,39,19,25,18,23
3069,5,1,40,26,30,34,23
3070,5,1,41,16,28,12,33
3071,5,1,42,36,42,38,39
3072,5,1,43,34,25,28,14
3073,5,1,44,32,24,16,35
3074,5,1,45,53,48,48,51
3075,5,1,46,41,46,21,34
3076,5,1,47,32,29,33,33
3077,5,1,48,10,33,6,38
3078,5,1,49,28,49,12,7
3079,6,1,0,31,30,39,15
3080,6,1,1,33,32,43,39
3081,6,1,2,31,23,36,28
3082,6,1,3,44,16,25,40
3083,6,1,4,46,41,25,57
3084,6,1,5,17,26,40,30
3085,6,1,6,14,15,9,9
3086,6,1,7,51,62,52,38
3087,6,1,8,15,3,20,9
3088,6,1,9,18,43,23,42
3089,6,1,10,22,25,20,16
3090,6,1,11,40,21,43,19
3091,6,1,12,16,19,25,16
3092,6,1,13,10,24,16,22
3093,6,1,14,10,51,62,49
3094,6,1,15,47,30,30,35
3095,6,1,16,26,19,71,46
3096,6,1,17,42,42,36,23
3097,6,1,18,25,26,29,47
3098,6,1,19,36,33,22,22
3099,6,1,20,21,19,21,25
3100,6,1,21,4,11,29,5
3101,6,1,22,21,30,55,43
3102,6,1,23,25,16,38,33
3103,6,1,24,30,27,23,32
3104,6,1,25,19,9,12,4
3105,6,1,26,13,17,22,16
3106,6,1,27,25,31,63,30
3107,6,1,28,56,41,46,32
3108,6,1,29,26,35,27,18
3109,6,1,30,37,21,36,22
3110,6,1,31,24,33,15,18
3111,6,1,32,29,36,43,43
3112,6,1,33,26,59,24,15
3113,6,1,34,21,9,18,16
3114,6,1,35,38,26,25,38
3115,6,1,36,20,11,33,9
3116,6,1,37,29,32,46,47
3117,6,1,38,36,14,26,23
3118,6,1,40,19,31,27,30
3119,6,1,41,35,34,26,39
3120,6,1,42,29,35,39,30
3121,6,1,43,18,31,29,31
3122,6,1,44,24,47,39,28
3123,6,1,45,69,43,83,46
3124,6,1,46,29,54,11,19
3125,6,1,47,30,78,31,18
3126,6,1,48,33,24,24,35
3127,6,1,49,28,37,38,24
3128,7,1,0,42,46,26,30
3129,7,1,1,15,24,25,40
3130,7,1,2,28,52,33,22
3131,7,1,3,30,53,29,40
3132,7,1,4,41,16,26,34
3133,7,1,5,36,38,40,45
3134,7,1,6,11,18,9,13
3135,7,1,7,36,42,29,31
3136,7,1,8,19,5,13,17
3137,7,1,9,43,12,34,50
3138,7,1,10,12,10,16,18
3139,7,1,11,9,36,30,20
3140,7,1,12,28,29,21,27
3141,7,1,13,13,3,15,28
3142,7,1,14,21,19,44,48
3143,7,1,15,31,21,19,28
3144,7,1,16,26,24,25,16
3145,7,1,17,17,29,19,36
3146,7,1,18,36,39,34,40
3147,7,1,19,24,26,32,43
3148,7,1,20,11,5,9,23
3149,7,1,21,32,21,12,34
3150,7,1,22,34,16,32,41
3151,7,1,23,15,26,18,30
3152,7,1,24,16,26,18,6
3153,7,1,25,17,10,11,20
3154,7,1,26,7,11,28,12
3155,7,1,27,48,15,44,50
3156,7,1,28,46,35,35,46
3157,7,1,29,35,27,16,32
3158,7,1,30,14,17,11,16
3159,7,1,31,29,39,37,29
3160,7,1,32,23,21,26,45
3161,7,1,33,37,44,17,40
3162,7,1,34,9,19,8,14
3163,7,1,35,40,49,25,52
3164,7,1,36,23,35,19,30
3165,7,1,37,20,34,41,43
3166,7,1,38,25,20,10,28
3167,7,1,39,12,17,30,24
3168,7,1,40,27,21,34,25
3169,7,1,41,25,17,26,17
3170,7,1,42,33,21,15,30
3171,7,1,43,33,27,24,17
3172,7,1,44,23,28,30,44
3173,7,1,45,26,27,34,43
3174,7,1,46,20,35,18,34
3175,7,1,47,33,35,31,32
3176,7,1,48,19,27,29,16
3177,7,1,49,39,23,16,46
3178,8,1,0,41,35,22,50
3179,8,1,1,41,40,17,31
3180,8,1,2,34,29,20,39
3181,8,1,3,44,28,48,29
3182,8,1,4,41,41,17,33
3183,8,1,5,36,26,35,23
3184,8,1,6,18,4,11,13
3185,8,1,7,59,33,29,62
3186,8,1,8,15,9,20,20
3187,8,1,9,24,26,20,28
3188,8,1,10,16,14,12,27
3189,8,1,11,24,40,31,35
3190,8,1,12,25,22,13,15
3191,8,1,13,20,17,3,23
3192,8,1,14,33,25,35,58
3193,8,1,15,44,25,26,38
3194,8,1,16,20,26,25,61
3195,8,1,17,33,31,20,39
3196,8,1,18,56,40,35,52
3197,8,1,19,29,34,16,37
3198,8,1,20,11,2,7,31
3199,8,1,21,14,13,8,20
3200,8,1,22,49,25,46,19
3201,8,1,23,9,30,18,44
3202,8,1,24,18,25,29,33
3203,8,1,25,14,30,8,29
3204,8,1,26,11,5,23,28
3205,8,1,27,29,30,22,22
3206,8,1,28,41,28,26,24
3207,8,1,29,52,19,30,29
3208,8,1,30,15,12,22,20
3209,8,1,31,25,40,23,23
3210,8,1,32,27,8,10,34
3211,8,1,33,44,30,32,36
3212,8,1,34,24,15,17,19
3213,8,1,35,32,33,42,56
3214,8,1,36,15,37,11,30
3215,8,1,37,26,25,16,24
3216,8,1,38,15,13,16,14
3217,8,1,39,19,10,18,4
3218,8,1,40,19,15,32,31
3219,8,1,41,28,31,14,60
3220,8,1,42,35,42,40,31
3221,8,1,43,24,19,23,26
3222,8,1,44,28,24,17,70
3223,8,1,45,44,41,31,41
3224,8,1,46,29,29,26,33
3225,8,1,47,38,36,31,47
3226,8,1,48,15,32,22,25
3227,8,1,49,31,11,11,51
3228,9,1,0,20,40,25,41
3229,9,1,1,26,10,42,23
3230,9,1,2,36,31,22,54
3231,9,1,3,39,26,40,30
3232,9,1,4,48,28,30,43
3233,9,1,5,18,6,29,52
3234,9,1,6,13,5,32,16
3235,9,1,7,61,46,54,14
3236,9,1,8,24,18,20,24
3237,9,1,9,24,26,39,20
3238,9,1,10,9,17,15,10
3239,9,1,11,36,17,33,11
3240,9,1,12,22,31,30,24
3241,9,1,13,16,13,11,15
3242,9,1,14,24,13,19,33
3243,9,1,15,50,30,36,21
3244,9,1,16,29,25,27,47
3245,9,1,17,26,22,18,38
3246,9,1,18,26,37,46,32
3247,9,1,19,45,25,41,12
3248,9,1,20,15,3,13,12
3249,9,1,21,17,3,6,15
3250,9,1,22,21,17,35,45
3251,9,1,23,28,53,46,28
3252,9,1,24,28,41,38,53
3253,9,1,25,10,11,23,29
3254,9,1,26,10,9,10,22
3255,9,1,27,25,37,42,21
3256,9,1,28,27,40,36,9
3257,9,1,29,23,32,34,39
3258,9,1,30,14,7,13,14
3259,9,1,31,19,32,11,32
3260,9,1,32,15,25,30,43
3261,9,1,33,30,21,23,35
3262,9,1,34,19,22,13,12
3263,9,1,35,25,40,29,19
3264,9,1,36,12,37,33,22
3265,9,1,37,23,27,24,10
3266,9,1,38,8,8,12,25
3267,9,1,39,14,18,23,18
3268,9,1,40,22,47,47,34
3269,9,1,41,28,40,25,23
3270,9,1,42,46,41,33,40
3271,9,1,43,28,38,33,32
3272,9,1,44,32,21,14,35
3273,9,1,45,27,32,38,32
3274,9,1,46,20,37,28,50
3275,9,1,47,21,25,18,52
3276,9,1,48,28,20,22,20
3277,9,1,49,36,21,18,6
3278,10,1,0,19,31,38,18
3279,10,1,1,54,37,43,37
3280,10,1,2,47,29,31,23
3281,10,1,3,23,31,46,60
3282,10,1,4,40,46,34,50
3283,10,1,5,28,47,18,32
3284,10,1,6,8,11,19,26
3285,10,1,7,45,35,57,52
3286,10,1,8,15,14,21,20
3287,10,1,9,31,42,29,37
3288,10,1,10,8,41,12,21
3289,10,1,11,34,34,45,45
3290,10,1,12,35,31,30,24
3291,10,1,13,19,29,14,17
3292,10,1,14,27,30,26,19
3293,10,1,15,20,9,28,32
3294,10,1,16,23,34,48,39
3295,10,1,17,14,18,28,47
3296,10,1,18,24,39,33,35
3297,10,1,19,22,37,38,42
3298,10,1,20,21,4,15,27
3299,10,1,21,25,16,10,32
3300,10,1,22,33,47,35,39
3301,10,1,23,24,46,22,38
3302,10,1,24,17,34,16,23
3303,10,1,25,17,15,21,7
3304,10,1,26,11,27,14,22
3305,10,1,27,31,43,45,38
3306,10,1,28,38,24,46,39
3307,10,1,29,21,44,18,29
3308,10,1,30,20,24,15,10
3309,10,1,31,24,23,26,33
3310,10,1,32,31,21,68,58
3311,10,1,33,23,45,26,20
3312,10,1,34,24,20,26,17
3313,10,1,35,41,35,50,44
3314,10,1,36,23,31,26,21
3315,10,1,37,26,31,43,46
3316,10,1,38,12,24,18,27
3317,10,1,39,17,26,16,15
3318,10,1,40,25,20,31,14
3319,10,1,41,28,34,41,29
3320,10,1,42,21,34,38,37
3321,10,1,43,22,14,26,19
3322,10,1,44,18,32,16,25
3323,10,1,45,42,46,74,47
3324,10,1,46,41,34,26,21
3325,10,1,47,44,33,38,38
3326,10,1,48,19,23,38,17
3327,10,1,49,30,10,42,17
3328,11,1,0,45,48,29,30
3329,11,1,1,32,23,29,43
3330,11,1,2,28,23,20,50
3331,11,1,3,17,36,14,25
3332,11,1,4,32,41,42,35
3333,11,1,5,49,30,43,45
3334,11,1,6,20,22,4,9
3335,11,1,7,18,55,47,44
3336,11,1,8,18,3,22,8
3337,11,1,9,16,24,30,17
3338,11,1,10,14,12,25,27
3339,11,1,11,24,14,32,32
3340,11,1,12,24,28,31,35
3341,11,1,13,28,8,7,9
3342,11,1,14,25,58,12,35
3343,11,1,15,17,28,40,36
3344,11,1,16,18,32,24,32
3345,11,1,17,26,55,26,24
3346,11,1,18,36,30,30,19
3347,11,1,19,29,23,25,30
3348,11,1,20,8,33,8,16
3349,11,1,21,17,11,16,13
3350,11,1,22,34,34,49,37
3351,11,1,23,17,29,39,25
3352,11,1,24,24,32,29,19
3353,11,1,25,4,23,18,12
3354,11,1,26,17,31,13,14
3355,11,1,27,24,23,21,23
3356,11,1,28,30,25,47,28
3357,11,1,29,20,38,22,30
3358,11,1,30,23,12,19,35
3359,11,1,31,23,32,27,25
3360,11,1,32,22,35,26,29
3361,11,1,33,39,44,29,32
3362,11,1,34,16,27,16,14
3363,11,1,35,41,44,41,15
3364,11,1,36,19,37,22,30
3365,11,1,37,25,25,42,37
3366,11,1,38,10,12,3,27
3367,11,1,39,8,14,13,23
3368,11,1,40,21,29,21,14
3369,11,1,41,13,30,34,6
3370,11,1,42,34,40,43,49
3371,11,1,43,30,24,20,3
3372,11,1,44,22,56,20,28
3373,11,1,45,29,23,26,39
3374,11,1,46,37,30,29,33
3375,11,1,47,44,44,37,26
3376,11,1,48,30,23,23,45
3377,11,1,49,11,22,33,37
3378,12,1,0,12,9,38,38
3379,12,1,1,22,20,42,31
3380,12,1,2,14,22,30,36
3381,12,1,3,19,40,26,21
3382,12,1,4,57,33,47,22
3383,12,1,5,44,16,35,38
3384,12,1,6,7,7,12,18
3385,12,1,7,48,31,33,44
3386,12,1,8,34,23,8,12
3387,12,1,9,34,25,43,16
3388,12,1,10,28,6,23,7
3389,12,1,11,25,38,36,30
3390,12,1,12,18,26,22,37
3391,12,1,13,14,29,15,9
3392,12,1,14,31,20,45,38
3393,12,1,15,29,24,16,21
3394,12,1,16,24,27,50,23
3395,12,1,17,38,27,17,15
3396,12,1,18,23,41,51,30
3397,12,1,19,14,34,32,23
3398,12,1,20,17,8,18,14
3399,12,1,21,12,12,31,11
3400,12,1,22,30,16,22,31
3401,12,1,23,33,9,20,47
3402,12,1,24,21,9,18,28
3403,12,1,25,9,25,23,9
3404,12,1,26,14,25,23,24
3405,12,1,27,27,39,35,38
3406,12,1,28,27,27,39,33
3407,12,1,29,21,29,18,34
3408,12,1,30,16,28,16,5
3409,12,1,31,24,36,30,31
3410,12,1,32,33,32,38,45
3411,12,1,33,56,32,31,38
3412,12,1,34,24,18,44,18
3413,12,1,35,39,37,35,27
3414,12,1,36,28,36,30,27
3415,12,1,37,37,31,35,32
3416,12,1,38,22,43,11,15
3417,12,1,39,21,5,31,6
3418,12,1,40,18,25,14,21
3419,12,1,41,30,8,38,30
3420,12,1,42,47,35,30,34
3421,12,1,43,17,22,17,15
3422,12,1,44,17,24,47,26
3423,12,1,45,47,26,34,31
3424,12,1,46,32,19,39,34
3425,12,1,47,25,30,27,26
3426,12,1,48,18,20,43,26
3427,12,1,49,22,38,28,18
3428,13,1,0,50,34,26,27
3429,13,1,1,24,28,49,34
3430,13,1,2,36,21,24,13
3431,13,1,3,32,23,45,10
3432,13,1,4,31,42,34,35
3433,13,1,5,13,34,49,24
3434,13,1,6,15,9,16,13
3435,13,1,7,51,38,55,42
3436,13,1,8,9,5,6,17
3437,13,1,9,32,33,30,29
3438,13,1,10,12,5,24,19
3439,13,1,11,32,26,22,16
3440,13,1,12,28,29,25,13
3441,13,1,13,13,24,29,10
3442,13,1,14,14,15,19,13
3443,13,1,15,18,22,39,30
3444,13,1,16,29,28,14,35
3445,13,1,17,37,35,33,26
3446,13,1,18,36,29,54,18
3447,13,1,19,37,24,45,24
3448,13,1,20,17,18,13,19
3449,13,1,21,29,6,26,12
3450,13,1,22,30,32,38,23
3451,13,1,23,22,10,20,29
3452,13,1,24,26,24,31,35
3453,13,1,25,19,29,12,6
3454,13,1,26,23,7,21,10
3455,13,1,27,22,35,43,34
3456,13,1,28,34,44,42,24
3457,13,1,29,40,19,38,28
3458,13,1,30,16,9,14,21
3459,13,1,31,34,17,35,13
3460,13,1,32,29,28,46,42
3461,13,1,33,30,33,30,28
3462,13,1,34,9,14,19,3
3463,13,1,35,46,29,58,25
3464,13,1,36,34,27,33,10
3465,13,1,37,45,32,30,31
3466,13,1,38,7,23,15,23
3467,13,1,39,44,19,3,5
3468,13,1,40,17,25,35,33
3469,13,1,41,24,20,26,39
3470,13,1,42,32,20,37,26
3471,13,1,43,31,8,22,40
3472,13,1,44,19,30,23,30
3473,13,1,45,46,21,29,68
3474,13,1,46,40,45,42,27
3475,13,1,47,24,37,46,47
3476,13,1,48,51,25,36,10
3477,13,1,49,20,27,23,20
3478,14,1,0,50,31,26,18
3479,14,1,1,28,44,45,21
3480,14,1,2,37,27,27,14
3481,14,1,3,35,31,30,52
3482,14,1,4,33,31,61,37
3483,14,1,5,50,39,36,15
3484,14,1,6,15,32,18,8
3485,14,1,7,41,46,31,42
3486,14,1,8,21,33,28,6
3487,14,1,9,43,24,44,40
3488,14,1,10,26,14,18,23
3489,14,1,11,24,32,31,44
3490,14,1,12,21,30,34,35
3491,14,1,13,13,23,28,23
3492,14,1,14,27,37,46,25
3493,14,1,15,49,29,24,26
3494,14,1,16,45,48,32,18
3495,14,1,17,23,18,33,28
3496,14,1,18,42,43,19,40
3497,14,1,19,42,33,35,22
3498,14,1,20,17,5,34,13
3499,14,1,21,20,23,17,15
3500,14,1,22,33,29,42,10
3501,14,1,23,26,13,30,22
3502,14,1,24,15,22,29,23
3503,14,1,25,22,25,11,3
3504,14,1,26,19,16,48,19
3505,14,1,27,39,40,32,33
3506,14,1,28,43,31,48,28
3507,14,1,29,18,30,36,17
3508,14,1,30,15,22,13,6
3509,14,1,31,32,32,21,40
3510,14,1,32,27,47,30,21
3511,14,1,33,46,30,36,40
3512,14,1,34,27,30,15,16
3513,14,1,35,35,39,35,39
3514,14,1,36,22,22,18,50
3515,14,1,37,34,51,15,39
3516,14,1,38,7,30,21,12
3517,14,1,39,16,10,17,13
3518,14,1,40,21,28,18,20
3519,14,1,41,19,26,25,29
3520,14,1,42,48,41,22,41
3521,14,1,43,25,24,18,27
3522,14,1,44,13,27,45,32
3523,14,1,45,40,59,45,44
3524,14,1,46,53,31,21,39
3525,14,1,47,19,24,12,18
3526,14,1,48,30,22,26,17
3527,14,1,49,17,13,19,30
3528,15,1,0,27,23,32,39
3529,15,1,1,29,34,25,33
3530,15,1,2,34,25,52,62
3531,15,1,3,34,37,42,43
3532,15,1,4,37,27,28,59
3533,15,1,5,41,49,48,17
3534,15,1,6,19,15,16,3
3535,15,1,7,46,22,26,41
3536,15,1,8,19,11,8,34
3537,15,1,9,42,31,28,34
3538,15,1,10,18,16,19,17
3539,15,1,11,31,28,37,14
3540,15,1,12,34,30,35,11
3541,15,1,13,22,31,19,19
3542,15,1,14,16,39,29,30
3543,15,1,15,32,26,26,32
3544,15,1,16,36,27,21,27
3545,15,1,17,38,22,37,26
3546,15,1,18,14,32,49,45
3547,15,1,19,38,16,31,33
3548,15,1,20,9,5,19,12
3549,15,1,21,14,9,4,34
3550,15,1,22,39,46,41,50
3551,15,1,23,26,34,12,17
3552,15,1,24,28,41,14,22
3553,15,1,25,29,13,8,14
3554,15,1,26,31,5,20,19
3555,15,1,27,83,39,34,43
3556,15,1,28,57,41,37,41
3557,15,1,29,26,22,30,44
3558,15,1,30,6,13,8,22
3559,15,1,31,29,24,30,43
3560,15,1,32,49,36,31,35
3561,15,1,33,55,43,29,43
3562,15,1,34,19,19,20,32
3563,15,1,35,28,33,51,41
3564,15,1,36,20,37,43,34
3565,15,1,37,29,8,17,5
3566,15,1,38,22,25,21,11
3567,15,1,39,11,16,9,34
3568,15,1,40,22,30,15,22
3569,15,1,41,25,33,8,19
3570,15,1,42,69,35,54,48
3571,15,1,43,25,24,18,28
3572,15,1,44,19,21,25,27
3573,15,1,45,58,31,37,26
3574,15,1,46,25,11,28,27
3575,15,1,47,17,25,32,41
3576,15,1,48,33,39,28,36
3577,15,1,49,21,26,26,39
3578,16,1,0,36,41,29,25
3579,16,1,1,44,56,31,45
3580,16,1,2,42,23,21,31
3581,16,1,3,25,11,25,49
3582,16,1,4,35,39,45,41
